file,episode_id,seed,n_agents,num_steps,episode_step_limit,hit_step_limit,replay_outcome,winner_indices,winner_names,team_names,rewards,statuses
/home/sunrise/orbitwars/replays/rank1/episode-78267314.json,78267314,1971586580.0,4,464,500,False,win,[3],IAI-RL-Checkm8,史永刚 | Masashi Nishimoto | Isaiah @ Tufa Labs | IAI-RL-Checkm8,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78267513.json,78267513,888328961.0,4,500,500,True,win,[1],Isaiah @ Tufa Labs,arcobi | Isaiah @ Tufa Labs | BNBU_Thomas | Charismatic Pizza Party🍕,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78267730.json,78267730,1905937424.0,4,500,500,True,win,[0],Gregor Lied,Gregor Lied | Isaiah @ Tufa Labs | skalermo | dnish,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78267947.json,78267947,782305514.0,4,500,500,True,win,[2],Isaiah @ Tufa Labs,yossi | CPMP | Isaiah @ Tufa Labs | shilehaoduomingzile,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78268160.json,78268160,1115906397.0,4,500,500,True,win,[1],Isaiah @ Tufa Labs,jack gell | Isaiah @ Tufa Labs | ChrisLeiteScha | Naoism,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78268219.json,78268219,578778728.0,4,274,500,False,win,[1],Isaiah @ Tufa Labs,Imitation Learner | Isaiah @ Tufa Labs | Slawek Biel | vkhydras,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78268378.json,78268378,1361918977.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Shun_PI,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78268728.json,78268728,1055455806.0,4,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Hober Malloc | Ebi | Illedan,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78268944.json,78268944,1901852616.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Ascalon,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78269295.json,78269295,880904411.0,4,195,500,False,win,[3],klog,Isaiah @ Tufa Labs | Vincent Schuler | Illedan | klog,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78269514.json,78269514,1625431506.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | saharan,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78269749.json,78269749,896642906.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,flg | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78269858.json,78269858,779698161.0,4,127,500,False,win,[1],TonyK,Isaiah @ Tufa Labs | TonyK | Harm Buisman | Audun Ljone Henriksen,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270081.json,78270081,1688501521.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Maruichi01 | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270290.json,78270290,269989248.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Maruichi01,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270429.json,78270429,1003477525.0,4,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 3Comets | skalermo | Vincent Schuler,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270659.json,78270659,616766746.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,213tubo | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270770.json,78270770,1572663402.0,2,362,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78270812.json,78270812,929434840.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 213tubo,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78271009.json,78271009,509036759.0,2,304,500,False,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78271368.json,78271368,356196481.0,2,122,500,False,win,[0],213tubo,213tubo | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78271712.json,78271712,1975978100.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,3Comets | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78272047.json,78272047,706352583.0,4,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Maruichi01 | 3Comets | 213tubo,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78272265.json,78272265,186878474.0,4,218,500,False,win,[0],213tubo,213tubo | Jake Will | Isaiah @ Tufa Labs | Vadasz,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78272491.json,78272491,770624534.0,4,500,500,True,win,[3],Isaiah @ Tufa Labs,3Comets | Vadasz | Jake Will | Isaiah @ Tufa Labs,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78272701.json,78272701,834493069.0,2,163,500,False,win,[1],typeIIIfairy,Isaiah @ Tufa Labs | typeIIIfairy,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273059.json,78273059,519415636.0,4,205,500,False,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs | Vadasz | 3Comets,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273280.json,78273280,552970696.0,4,500,500,True,win,[1],skalermo,Isaiah @ Tufa Labs | skalermo | typeIIIfairy | 213tubo,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273506.json,78273506,1718439373.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Vadasz,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273605.json,78273605,46217158.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | bowwowforeach,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273609.json,78273609,2075761286.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | bowwowforeach,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273612.json,78273612,1083389094.0,2,69,500,False,win,[1],Isaiah @ Tufa Labs,213tubo | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273855.json,78273855,1172579540.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,bowwowforeach | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78273960.json,78273960,1902940053.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274200.json,78274200,2105426892.0,2,430,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274277.json,78274277,2066392007.0,2,140,500,False,win,[0],typeIIIfairy,typeIIIfairy | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274295.json,78274295,594984474.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 3Comets,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274539.json,78274539,1011282045.0,4,165,500,False,win,[1],Jake Will,3Comets | Jake Will | Vadasz | Isaiah @ Tufa Labs,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274767.json,78274767,295641952.0,2,286,500,False,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274840.json,78274840,1679548636.0,2,475,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274845.json,78274845,796248769.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78274865.json,78274865,1617505980.0,2,251,500,False,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78275137.json,78275137,77301750.0,4,192,500,False,win,[0],typeIIIfairy,typeIIIfairy | Isaiah @ Tufa Labs | Jake Will | Vadasz,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78275342.json,78275342,171598366.0,2,167,500,False,win,[0],Zachary Ruhe,Zachary Ruhe | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78275400.json,78275400,1600024304.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78275693.json,78275693,1493591804.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Jake Will | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78276058.json,78276058,1175546897.0,4,233,500,False,win,[0],Zachary Ruhe,Zachary Ruhe | typeIIIfairy | Isaiah @ Tufa Labs | bowwowforeach,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78276279.json,78276279,815999261.0,4,149,500,False,win,[0],Zachary Ruhe,Zachary Ruhe | Isaiah @ Tufa Labs | Vadasz | bowwowforeach,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78276493.json,78276493,350983114.0,4,277,500,False,win,[2],Isaiah @ Tufa Labs,3Comets | Zachary Ruhe | Isaiah @ Tufa Labs | bowwowforeach,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78276714.json,78276714,1437844876.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78276762.json,78276762,1272235773.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78277065.json,78277065,1590307142.0,4,164,500,False,win,[3],3Comets,Isaiah @ Tufa Labs | typeIIIfairy | 213tubo | 3Comets,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78277292.json,78277292,1989898351.0,4,264,500,False,win,[3],Isaiah @ Tufa Labs,Vadasz | 3Comets | Jake Will | Isaiah @ Tufa Labs,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78277506.json,78277506,1408414295.0,4,500,500,True,win,[3],Isaiah @ Tufa Labs,bowwowforeach | Jake Will | 213tubo | Isaiah @ Tufa Labs,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78277721.json,78277721,1722396084.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78277732.json,78277732,924328870.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Vadasz | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78278084.json,78278084,697257597.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78278439.json,78278439,268478183.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78279004.json,78279004,956155456.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78279580.json,78279580,1053594521.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78280570.json,78280570,161368957.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Vadasz,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78281164.json,78281164,575392090.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,3Comets | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78281732.json,78281732,1974090154.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,bowwowforeach | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78282734.json,78282734,751286281.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,bowwowforeach | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78282763.json,78282763,1863128403.0,2,374,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78283528.json,78283528,1479102736.0,2,278,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78283882.json,78283882,985389166.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Vadasz | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78284227.json,78284227,198431481.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Vadasz | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78284581.json,78284581,1500233647.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78284921.json,78284921,1196528771.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78284950.json,78284950,1105248475.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | bowwowforeach,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78285272.json,78285272,1502508917.0,2,113,500,False,win,[0],Zachary Ruhe,Zachary Ruhe | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78285604.json,78285604,2980960.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | bowwowforeach,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78285624.json,78285624,1183556683.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78285960.json,78285960,723254338.0,2,165,500,False,win,[0],typeIIIfairy,typeIIIfairy | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78286311.json,78286311,1510070532.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78286649.json,78286649,2104539834.0,2,378,500,False,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 3Comets,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78286987.json,78286987,471265461.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78287981.json,78287981,1944695931.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78288323.json,78288323,1404824723.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Vadasz | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78288668.json,78288668,721695087.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78289003.json,78289003,1006569045.0,2,124,500,False,win,[1],typeIIIfairy,Isaiah @ Tufa Labs | typeIIIfairy,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78290449.json,78290449,1120376686.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 3Comets,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78291231.json,78291231,1854846348.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,3Comets | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78291592.json,78291592,1090781691.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78291959.json,78291959,450217791.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78292446.json,78292446,1023616905.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,bowwowforeach | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78293058.json,78293058,73568809.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78294068.json,78294068,1020722530.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78294410.json,78294410,1437997722.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | 3Comets,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78295390.json,78295390,212740199.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78295751.json,78295751,957862734.0,2,128,500,False,win,[1],typeIIIfairy,Isaiah @ Tufa Labs | typeIIIfairy,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78296086.json,78296086,408263054.0,2,369,500,False,win,[1],Isaiah @ Tufa Labs,typeIIIfairy | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78296666.json,78296666,1315152019.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | C R Suthikshn Kumar,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78297018.json,78297018,208992023.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78297810.json,78297810,1553243974.0,2,126,500,False,win,[0],bowwowforeach,bowwowforeach | Isaiah @ Tufa Labs,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78298168.json,78298168,543625818.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Zachary Ruhe | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78298518.json,78298518,729621950.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Zachary Ruhe,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78298856.json,78298856,1626697413.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | typeIIIfairy,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78299213.json,78299213,1455149414.0,2,500,500,True,win,[0],Isaiah @ Tufa Labs,Isaiah @ Tufa Labs | Jake Will,"[1, -1]","[""DONE"", ""DONE""]"
/home/sunrise/orbitwars/replays/rank1/episode-78299547.json,78299547,157296282.0,2,500,500,True,win,[1],Isaiah @ Tufa Labs,Vadasz | Isaiah @ Tufa Labs,"[-1, 1]","[""DONE"", ""DONE""]"
