file,episode_id,seed,n_agents,player_idx,seat,team_name,reward,status,num_steps,episode_step_limit,hit_step_limit,replay_outcome,player_outcome,is_win,is_loss,is_tie
/home/sunrise/orbitwars/replays/rank1/episode-78267314.json,78267314,1971586580.0,4,1,P1,Masashi Nishimoto,-1,DONE,464,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267314.json,78267314,1971586580.0,4,2,P2,Isaiah @ Tufa Labs,-1,DONE,464,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267314.json,78267314,1971586580.0,4,3,P3,IAI-RL-Checkm8,1,DONE,464,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78267513.json,78267513,888328961.0,4,0,P0,arcobi,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267513.json,78267513,888328961.0,4,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78267513.json,78267513,888328961.0,4,2,P2,BNBU_Thomas,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267513.json,78267513,888328961.0,4,3,P3,Charismatic Pizza Party🍕,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267730.json,78267730,1905937424.0,4,0,P0,Gregor Lied,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78267730.json,78267730,1905937424.0,4,1,P1,Isaiah @ Tufa Labs,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267730.json,78267730,1905937424.0,4,2,P2,skalermo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267730.json,78267730,1905937424.0,4,3,P3,dnish,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267947.json,78267947,782305514.0,4,0,P0,yossi,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267947.json,78267947,782305514.0,4,1,P1,CPMP,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78267947.json,78267947,782305514.0,4,2,P2,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78267947.json,78267947,782305514.0,4,3,P3,shilehaoduomingzile,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268160.json,78268160,1115906397.0,4,0,P0,jack gell,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268160.json,78268160,1115906397.0,4,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78268160.json,78268160,1115906397.0,4,2,P2,ChrisLeiteScha,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268160.json,78268160,1115906397.0,4,3,P3,Naoism,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268219.json,78268219,578778728.0,4,0,P0,Imitation Learner,-1,DONE,274,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268219.json,78268219,578778728.0,4,1,P1,Isaiah @ Tufa Labs,1,DONE,274,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78268219.json,78268219,578778728.0,4,2,P2,Slawek Biel,-1,DONE,274,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268219.json,78268219,578778728.0,4,3,P3,vkhydras,-1,DONE,274,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268378.json,78268378,1361918977.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78268378.json,78268378,1361918977.0,2,1,P1,Shun_PI,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268728.json,78268728,1055455806.0,4,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78268728.json,78268728,1055455806.0,4,1,P1,Hober Malloc,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268728.json,78268728,1055455806.0,4,2,P2,Ebi,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268728.json,78268728,1055455806.0,4,3,P3,Illedan,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78268944.json,78268944,1901852616.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78268944.json,78268944,1901852616.0,2,1,P1,Ascalon,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269295.json,78269295,880904411.0,4,0,P0,Isaiah @ Tufa Labs,-1,DONE,195,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269295.json,78269295,880904411.0,4,1,P1,Vincent Schuler,-1,DONE,195,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269295.json,78269295,880904411.0,4,2,P2,Illedan,-1,DONE,195,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269295.json,78269295,880904411.0,4,3,P3,klog,1,DONE,195,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78269514.json,78269514,1625431506.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78269514.json,78269514,1625431506.0,2,1,P1,saharan,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269749.json,78269749,896642906.0,2,0,P0,flg,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269749.json,78269749,896642906.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78269858.json,78269858,779698161.0,4,0,P0,Isaiah @ Tufa Labs,-1,DONE,127,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269858.json,78269858,779698161.0,4,1,P1,TonyK,1,DONE,127,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78269858.json,78269858,779698161.0,4,2,P2,Harm Buisman,-1,DONE,127,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78269858.json,78269858,779698161.0,4,3,P3,Audun Ljone Henriksen,-1,DONE,127,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270081.json,78270081,1688501521.0,2,0,P0,Maruichi01,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270081.json,78270081,1688501521.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270290.json,78270290,269989248.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270290.json,78270290,269989248.0,2,1,P1,Maruichi01,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270429.json,78270429,1003477525.0,4,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270429.json,78270429,1003477525.0,4,1,P1,3Comets,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270429.json,78270429,1003477525.0,4,2,P2,skalermo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270429.json,78270429,1003477525.0,4,3,P3,Vincent Schuler,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270659.json,78270659,616766746.0,2,0,P0,213tubo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270659.json,78270659,616766746.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270770.json,78270770,1572663402.0,2,0,P0,typeIIIfairy,-1,DONE,362,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78270770.json,78270770,1572663402.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,362,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270812.json,78270812,929434840.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78270812.json,78270812,929434840.0,2,1,P1,213tubo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78271009.json,78271009,509036759.0,2,0,P0,Zachary Ruhe,-1,DONE,304,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78271009.json,78271009,509036759.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,304,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78271368.json,78271368,356196481.0,2,0,P0,213tubo,1,DONE,122,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78271368.json,78271368,356196481.0,2,1,P1,Isaiah @ Tufa Labs,-1,DONE,122,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78271712.json,78271712,1975978100.0,2,0,P0,3Comets,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78271712.json,78271712,1975978100.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78272047.json,78272047,706352583.0,4,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78272047.json,78272047,706352583.0,4,1,P1,Maruichi01,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272047.json,78272047,706352583.0,4,2,P2,3Comets,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272047.json,78272047,706352583.0,4,3,P3,213tubo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272265.json,78272265,186878474.0,4,0,P0,213tubo,1,DONE,218,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78272265.json,78272265,186878474.0,4,1,P1,Jake Will,-1,DONE,218,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272265.json,78272265,186878474.0,4,2,P2,Isaiah @ Tufa Labs,-1,DONE,218,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272265.json,78272265,186878474.0,4,3,P3,Vadasz,-1,DONE,218,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272491.json,78272491,770624534.0,4,0,P0,3Comets,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272491.json,78272491,770624534.0,4,1,P1,Vadasz,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272491.json,78272491,770624534.0,4,2,P2,Jake Will,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272491.json,78272491,770624534.0,4,3,P3,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78272701.json,78272701,834493069.0,2,0,P0,Isaiah @ Tufa Labs,-1,DONE,163,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78272701.json,78272701,834493069.0,2,1,P1,typeIIIfairy,1,DONE,163,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273059.json,78273059,519415636.0,4,0,P0,Zachary Ruhe,-1,DONE,205,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273059.json,78273059,519415636.0,4,1,P1,Isaiah @ Tufa Labs,1,DONE,205,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273059.json,78273059,519415636.0,4,2,P2,Vadasz,-1,DONE,205,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273059.json,78273059,519415636.0,4,3,P3,3Comets,-1,DONE,205,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273280.json,78273280,552970696.0,4,0,P0,Isaiah @ Tufa Labs,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273280.json,78273280,552970696.0,4,1,P1,skalermo,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273280.json,78273280,552970696.0,4,2,P2,typeIIIfairy,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273280.json,78273280,552970696.0,4,3,P3,213tubo,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273506.json,78273506,1718439373.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273506.json,78273506,1718439373.0,2,1,P1,Vadasz,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273605.json,78273605,46217158.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273605.json,78273605,46217158.0,2,1,P1,bowwowforeach,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273609.json,78273609,2075761286.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273609.json,78273609,2075761286.0,2,1,P1,bowwowforeach,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273612.json,78273612,1083389094.0,2,0,P0,213tubo,-1,DONE,69,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273612.json,78273612,1083389094.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,69,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273855.json,78273855,1172579540.0,2,0,P0,bowwowforeach,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78273855.json,78273855,1172579540.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273960.json,78273960,1902940053.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78273960.json,78273960,1902940053.0,2,1,P1,Zachary Ruhe,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274200.json,78274200,2105426892.0,2,0,P0,typeIIIfairy,-1,DONE,430,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274200.json,78274200,2105426892.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,430,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274277.json,78274277,2066392007.0,2,0,P0,typeIIIfairy,1,DONE,140,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274277.json,78274277,2066392007.0,2,1,P1,Isaiah @ Tufa Labs,-1,DONE,140,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274295.json,78274295,594984474.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274295.json,78274295,594984474.0,2,1,P1,3Comets,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274539.json,78274539,1011282045.0,4,0,P0,3Comets,-1,DONE,165,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274539.json,78274539,1011282045.0,4,1,P1,Jake Will,1,DONE,165,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274539.json,78274539,1011282045.0,4,2,P2,Vadasz,-1,DONE,165,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274539.json,78274539,1011282045.0,4,3,P3,Isaiah @ Tufa Labs,-1,DONE,165,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274767.json,78274767,295641952.0,2,0,P0,Isaiah @ Tufa Labs,1,DONE,286,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274767.json,78274767,295641952.0,2,1,P1,typeIIIfairy,-1,DONE,286,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274840.json,78274840,1679548636.0,2,0,P0,typeIIIfairy,-1,DONE,475,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274840.json,78274840,1679548636.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,475,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274845.json,78274845,796248769.0,2,0,P0,Zachary Ruhe,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274845.json,78274845,796248769.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78274865.json,78274865,1617505980.0,2,0,P0,Zachary Ruhe,-1,DONE,251,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78274865.json,78274865,1617505980.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,251,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78275137.json,78275137,77301750.0,4,0,P0,typeIIIfairy,1,DONE,192,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78275137.json,78275137,77301750.0,4,1,P1,Isaiah @ Tufa Labs,-1,DONE,192,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275137.json,78275137,77301750.0,4,2,P2,Jake Will,-1,DONE,192,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275137.json,78275137,77301750.0,4,3,P3,Vadasz,-1,DONE,192,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275342.json,78275342,171598366.0,2,0,P0,Zachary Ruhe,1,DONE,167,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78275342.json,78275342,171598366.0,2,1,P1,Isaiah @ Tufa Labs,-1,DONE,167,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275400.json,78275400,1600024304.0,2,0,P0,typeIIIfairy,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275400.json,78275400,1600024304.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78275693.json,78275693,1493591804.0,2,0,P0,Jake Will,-1,DONE,500,500,True,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78275693.json,78275693,1493591804.0,2,1,P1,Isaiah @ Tufa Labs,1,DONE,500,500,True,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78276058.json,78276058,1175546897.0,4,0,P0,Zachary Ruhe,1,DONE,233,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78276058.json,78276058,1175546897.0,4,1,P1,typeIIIfairy,-1,DONE,233,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276058.json,78276058,1175546897.0,4,2,P2,Isaiah @ Tufa Labs,-1,DONE,233,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276058.json,78276058,1175546897.0,4,3,P3,bowwowforeach,-1,DONE,233,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276279.json,78276279,815999261.0,4,0,P0,Zachary Ruhe,1,DONE,149,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78276279.json,78276279,815999261.0,4,1,P1,Isaiah @ Tufa Labs,-1,DONE,149,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276279.json,78276279,815999261.0,4,2,P2,Vadasz,-1,DONE,149,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276279.json,78276279,815999261.0,4,3,P3,bowwowforeach,-1,DONE,149,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276493.json,78276493,350983114.0,4,0,P0,3Comets,-1,DONE,277,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276493.json,78276493,350983114.0,4,1,P1,Zachary Ruhe,-1,DONE,277,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276493.json,78276493,350983114.0,4,2,P2,Isaiah @ Tufa Labs,1,DONE,277,500,False,win,win,True,False,False
/home/sunrise/orbitwars/replays/rank1/episode-78276493.json,78276493,350983114.0,4,3,P3,bowwowforeach,-1,DONE,277,500,False,win,loss,False,True,False
/home/sunrise/orbitwars/replays/rank1/episode-78276714.json,78276714,1437844876.0,2,0,P0,Zachary Ruhe,-1,DONE,500,500,True,win,loss,False,True,False
